index_df	Restaurant_id	Price Range	Cuisine Style
29701	id_2560	None	None
29705	id_13743	$$$$	['French']
29706	id_1765	None	None
29712	id_2241	None	None
29714	id_9992	$	['Lunch, Dinner, Drinks']
29715	id_8657	None	['Italian, Pizza']
29716	id_1380	None	None
29718	id_1570	None	None
29722	id_10021	None	None
29729	id_10549	$$ - $$$	['French']
29731	id_5312	None	['Spanish']
29733	id_7518	None	['Mediterranean, Spanish, Fusion, Wine Bar']
29735	id_9649	None	None
29736	id_3963	$	['European']
29745	id_1145	$$ - $$$	['Belgian, European']
29748	id_13290	$$ - $$$	['Cafe, Deli, Diner']
29749	id_5088	$$ - $$$	['Spanish']
29754	id_4766	$$ - $$$	['Spanish']
29756	id_1777	None	['Thai']
29758	id_5365	$$ - $$$	['Italian']
29759	id_1149	$	['Lunch']
29763	id_1584	None	None
29766	id_2746	None	['Italian']
29773	id_5027	$	['Mediterranean, Spanish']
29778	id_1348	$$ - $$$	['Lunch, Dinner']
29779	id_6963	None	['Spanish, Mediterranean']
29782	id_1817	None	['Cafe']
29785	id_3664	None	['Pizza, Fast Food']
29789	id_2924	None	None
29790	id_2328	None	['Fast Food']
29793	id_3235	None	None
29796	id_11759	None	['Fast Food']
29797	id_2871	None	None
29800	id_4722	None	None
29801	id_614	$$$$	['Cafe, Indian, Bar, Seafood, Thai, Pub']
29806	id_1760	$$ - $$$	['Italian, European, Hungarian']
29812	id_606	$$ - $$$	['Italian, Mediterranean']
29814	id_12228	None	None
29817	id_3215	None	None
29818	id_6266	$$ - $$$	['Mediterranean, Spanish']
29821	id_5337	$$ - $$$	['Italian, Pizza, Seafood, Mediterranean']
29822	id_3319	None	None
29826	id_1285	$	['Serves Alcohol, Seating']
29830	id_3119	None	['Bar, Pub']
29833	id_12615	None	None
29836	id_1920	None	['American, Fast Food']
29837	id_3688	$$ - $$$	['Italian']
29839	id_1474	None	['Healthy']
29841	id_1598	None	None
29842	id_1317	$$ - $$$	['French']
29847	id_11758	None	None
29854	id_872	None	['Italian, International']
29856	id_1465	$$ - $$$	['Wheelchair Accessible']
29857	id_5071	$$ - $$$	['Italian, Mediterranean, European']
29858	id_574	None	['Cafe']
29861	id_261	None	None
29863	id_5164	None	None
29867	id_2141	None	None
29869	id_10600	$$ - $$$	['International']
29873	id_11312	$	['Lebanese, Mediterranean']
29877	id_9126	None	['Chinese, Fast Food, Asian, Singaporean']
29882	id_2986	$$ - $$$	['American']
29883	id_13708	None	['French']
29887	id_12381	None	['Healthy']
29890	id_9396	None	None
29894	id_4822	$$ - $$$	['Chinese, Seafood']
29899	id_844	None	None
29900	id_8079	None	['African']
29903	id_3838	$$ - $$$	['Italian, Pizza, Mediterranean, Lombard, Northern-Italian']
29905	id_7670	None	None
29906	id_7146	$$ - $$$	['Lunch, Dinner, Brunch']
29907	id_13323	None	['French']
29909	id_5613	None	None
29910	id_1981	$$ - $$$	['Lebanese, Middle Eastern, Mediterranean']
29913	id_5102	$	['Italian']
29925	id_1466	$$ - $$$	['Cafe, Fast Food, Contemporary, Healthy']
29933	id_2083	$$ - $$$	['Vegetarian Friendly']
29939	id_4058	$$ - $$$	['Italian']
29943	id_1014	None	None
29949	id_8836	$$ - $$$	['Peruvian, Latin, South American']
29950	id_2469	None	None
29953	id_5250	None	None
29954	id_5785	None	None
29963	id_3472	None	None
29966	id_14266	None	None
29969	id_7473	$	['Cafe']
29970	id_11816	None	None
29971	id_1803	$$ - $$$	['Italian']
29972	id_3354	None	None
29976	id_1473	$$ - $$$	['Swiss, European']
29977	id_6297	$$ - $$$	['French']
29978	id_5328	None	['Cafe']
29979	id_2637	None	['European, Portuguese']
29980	id_4648	None	None
29981	id_10968	$	['Pizza']
29982	id_3622	$$ - $$$	['Spanish']
29983	id_9249	None	None
29987	id_891	None	None
29991	id_199	None	['Cafe']
29995	id_16367	None	None
29996	id_11465	$	['Turkish, Greek, Fast Food']
30003	id_1844	$$ - $$$	['Italian, Pizza, Mediterranean']
30010	id_3794	$$ - $$$	['Italian, Mediterranean']
30011	id_534	None	['Pizza, European, Central European']
30012	id_1570	None	['Austrian, European']
30013	id_13632	None	None
30018	id_5882	$$ - $$$	['Reservations, Seating, Table Service']
30020	id_6450	None	None
30023	id_8603	$	['Reservations']
30024	id_3776	$$ - $$$	['Lunch, Dinner']
30025	id_425	$$ - $$$	['Japanese, Sushi, Asian']
30027	id_1344	None	None
30030	id_15742	$	['Fast Food']
30037	id_7287	None	None
30040	id_806	None	None
30045	id_8921	$$ - $$$	['French, Gastropub, Pub']
30046	id_2734	None	['Turkish']
30052	id_1589	$$ - $$$	['Sushi, Japanese']
30057	id_2463	None	['Vietnamese']
30058	id_1454	None	None
30061	id_2074	$$ - $$$	['Takeout']
30068	id_1390	$	['Deli']
30071	id_6358	$	['Fast Food']
30072	id_5296	None	None
30075	id_13798	$	['Breakfast, Lunch, Dinner']
30083	id_5020	None	['European, Spanish']
30084	id_1267	None	['Spanish']
30085	id_3058	None	None
30086	id_1551	None	None
30088	id_3272	None	None
30090	id_687	$$$$	['Lunch, Dinner']
30092	id_4028	$$ - $$$	['Outdoor Seating, Wheelchair Accessible, Serves Alcohol, Accepts Mastercard, Accepts Visa, Wine and Beer']
30093	id_7361	None	None
30108	id_5927	None	None
30111	id_2236	$$ - $$$	['Lunch, Dinner']
30113	id_4223	None	None
30114	id_684	$$ - $$$	['Breakfast, Lunch, Dinner']
30115	id_2084	None	['Italian']
30124	id_1229	$	['Greek']
30128	id_7265	None	None
30129	id_3392	None	None
30134	id_435	$$ - $$$	['Bar, Pub']
30137	id_2199	None	None
30140	id_5932	$	['Italian, Pizza, Seafood']
30141	id_2022	$$$$	['Italian, Seafood, International, Mediterranean']
30149	id_4687	$$ - $$$	['Mexican']
30150	id_11129	None	None
30153	id_2509	None	None
30158	id_2268	$$ - $$$	['Italian, Pizza, Cafe']
30159	id_10218	None	None
30161	id_5434	$$ - $$$	['Dinner, Lunch']
30163	id_1809	None	None
30164	id_6478	$$ - $$$	['Bar, Pub, Wine Bar']
30165	id_1182	None	None
30166	id_571	$	['Italian']
30168	id_2457	$$ - $$$	['Cafe']
30170	id_3288	$$ - $$$	['Spanish']
30171	id_6111	$	['Fast Food']
30172	id_12084	None	None
30173	id_1901	None	None
30174	id_2525	None	['French, Fast Food']
30177	id_5231	None	None
30178	id_1038	$$ - $$$	['Vegetarian Friendly, Gluten Free Options, Vegan Options']
30184	id_2513	$$ - $$$	['Reservations']
30187	id_9592	None	['Indian']
30188	id_4893	$$ - $$$	['European']
30189	id_1381	$$ - $$$	['Brazilian, Bar, South American']
30190	id_1448	$	['Reservations']
30192	id_1156	$$ - $$$	['Cafe, European, Healthy, Street Food, Czech']
30194	id_2351	$	['Lunch']
30200	id_2745	None	None
30202	id_14833	None	None
30203	id_8646	$$ - $$$	['Seating']
30204	id_2454	$	['Moroccan, Fast Food, Mediterranean']
30206	id_864	$$ - $$$	['French, European']
30210	id_3440	None	['Italian']
30213	id_8889	None	None
30219	id_8514	$	['French, African']
30223	id_4591	$$ - $$$	['Pizza, Cafe, Italian']
30225	id_936	None	None
30226	id_6357	$	['Cafe, European, British']
30229	id_795	$	['Portuguese, Argentinean, Cafe, Spanish, Deli, South American']
30235	id_10754	$$ - $$$	['Bar, British, Pub']
30239	id_14157	$	['Cafe, Fast Food']
30242	id_7542	None	None
30247	id_1010	$$ - $$$	['Breakfast, Lunch, Dinner']
30249	id_8111	None	None
30250	id_6193	$$ - $$$	['Wine Bar, Steakhouse']
30252	id_11084	$$ - $$$	['Korean']
30257	id_730	$	['Italian, Pizza']
30263	id_3434	None	None
30265	id_10834	None	None
30269	id_1754	None	None
30270	id_3574	None	['European, Czech']
30273	id_6282	None	None
30274	id_5298	$	['Italian, Pizza']
30275	id_2991	$$ - $$$	['Moroccan, Mediterranean']
30278	id_8407	$$ - $$$	['French']
30279	id_13883	$	['Japanese, Asian']
30282	id_2322	$$ - $$$	['Italian']
30289	id_3584	None	['German']
30291	id_3889	$	['Street Food, Soups']
30292	id_13878	None	['American']
30297	id_1420	$	['Mexican, Central American']
30300	id_10027	None	None
30301	id_4042	$	['Chinese']
30306	id_1610	None	None
30310	id_1507	None	None
30313	id_799	None	None
30314	id_1311	$	['European, Portuguese']
30317	id_7189	$	['Cafe, Spanish']
30319	id_10878	None	['Greek']
30323	id_572	None	['European']
30326	id_7650	None	None
30327	id_9501	None	None
30328	id_1479	None	['Healthy']
30329	id_8503	None	['Bar, Pub']
30330	id_4183	$$ - $$$	['Cafe, Bar, Pub']
30335	id_3794	$	['Mediterranean, Spanish']
30338	id_13904	$	['Seating, Takeout']
30342	id_8868	None	None
30345	id_5215	None	['Spanish']
30349	id_1864	$$ - $$$	['Breakfast, Lunch, Dinner, Brunch, Drinks']
30351	id_5330	None	None
30352	id_1157	None	None
30354	id_3204	$$ - $$$	['Sushi, Japanese']
30358	id_1345	None	None
30359	id_4050	None	['Cafe']
30365	id_3717	None	['American, Pizza']
30367	id_7438	$$ - $$$	['Spanish']
30374	id_1744	$	['French']
30381	id_438	$	['Breakfast, Lunch, Dinner, Brunch']
30382	id_10925	None	['Indian']
30385	id_4844	None	None
30386	id_4069	$$ - $$$	['Cafe']
30387	id_1452	$$ - $$$	['Italian, Pizza, Mediterranean, European']
30388	id_12603	None	None
30389	id_3118	None	['Asian']
30395	id_2095	$	['Spanish']
30398	id_4022	None	None
30399	id_1509	None	None
30400	id_10933	None	None
30403	id_7495	$	['Turkish']
30409	id_7195	$	['Lunch']
30412	id_1310	$	['Bar, Pub']
30415	id_5277	None	None
30418	id_14298	None	None
30421	id_4513	$$ - $$$	['Latin, Spanish, South American']
30426	id_5467	None	['Italian, Pizza']
30429	id_12775	None	['Vietnamese, Asian']
30431	id_794	None	None
30434	id_893	$	['Asian, Thai, Vietnamese']
30435	id_1602	$	['Portuguese, European']
30437	id_6316	None	None
30440	id_3169	None	['European, Portuguese']
30442	id_1332	$	['Italian, Pizza']
30444	id_1427	$	['Cafe, European, American, Grill, Portuguese']
30450	id_709	None	None
30451	id_5676	None	None
30453	id_11873	$$ - $$$	['Fast Food, Middle Eastern, Israeli']
30454	id_9965	None	None
30457	id_4417	$	['French']
30461	id_4517	None	None
30462	id_1068	$$ - $$$	['Austrian, European, Central European']
30468	id_12541	None	None
30470	id_2173	None	['Moroccan, Mediterranean']
30473	id_1614	$$ - $$$	['Cafe, Deli']
30477	id_9670	$$ - $$$	['French']
30482	id_979	$$ - $$$	['Vegetarian Friendly']
30484	id_14217	$$ - $$$	['Bar, British, Brew Pub']
30487	id_2388	None	['European, Scandinavian']
30488	id_4256	$	['Italian, Cafe']
30489	id_1987	$$ - $$$	['Lunch, Dinner, Drinks']
30490	id_2639	$	['Nepali, Asian']
30492	id_9180	None	None
30496	id_2521	$$ - $$$	['Vegetarian Friendly']
30506	id_573	$	['Seating, Wheelchair Accessible, Table Service']
30508	id_1690	$$ - $$$	['Greek']
30509	id_629	None	None
30513	id_1572	None	None
30517	id_4915	None	None
30520	id_7135	$	['Italian, Pizza']
30521	id_10063	$$ - $$$	['Pizza']
30524	id_13789	$$ - $$$	['Dinner, Late Night']
30529	id_1229	None	None
30532	id_10734	None	['Japanese, Sushi']
30535	id_7533	None	['Deli, Spanish']
30539	id_878	None	['Latin, Spanish']
30541	id_5905	None	None
30542	id_4504	$$ - $$$	['Spanish, Mediterranean']
30546	id_2481	$	['Beer restaurants, Portuguese, European']
30548	id_2654	None	None
30551	id_5020	$$ - $$$	['Spanish']
30554	id_5197	None	None
30555	id_9687	$	['Cafe']
30561	id_6241	None	None
30570	id_11316	None	None
30571	id_9737	$$ - $$$	['Japanese, Asian']
30572	id_8995	$	['Cafe']
30573	id_4314	None	None
30574	id_1443	$	['Vegan Options, Vegetarian Friendly']
30581	id_1322	$$ - $$$	['Greek']
30583	id_9352	$	['French, European']
30586	id_4436	$	['Italian, Cafe, Bar, Pub']
30587	id_4783	None	['Italian']
30589	id_2011	None	['Japanese, Sushi']
30591	id_1986	$$ - $$$	['Pizza']
30592	id_6781	None	None
30595	id_1729	None	None
30598	id_8159	None	None
30601	id_4380	$	['Peruvian, South American, Colombian, Ecuadorean']
30603	id_959	$$ - $$$	['Cafe, Polish, European']
30605	id_1376	$$ - $$$	['Pub, Gastropub']
30609	id_2654	$$ - $$$	['Dinner']
30612	id_1976	None	['Italian']
30616	id_2837	$$ - $$$	['Breakfast']
30618	id_8388	None	None
30620	id_1964	None	['Vegetarian Friendly']
30631	id_1342	$	['Cafe']
30633	id_12315	None	None
30637	id_12847	$$ - $$$	['Bar, British, Pub']
30638	id_6255	None	None
30642	id_2406	None	['European, Czech, Eastern European']
30643	id_2693	None	['Cafe, European, Czech']
30645	id_7613	$	['Pizza, Italian, Fast Food']
30650	id_1348	None	['Bar, Cafe, Pub, Wine Bar, Street Food']
30653	id_7266	None	['American']
30659	id_5930	None	['Asian']
30664	id_3367	None	None
30665	id_7823	None	None
30666	id_3852	$$ - $$$	['Deli, Cafe']
30668	id_3061	None	None
30675	id_11872	$$ - $$$	['Fast Food, Cafe']
30678	id_3408	None	None
30681	id_786	$$ - $$$	['Cafe']
30684	id_2038	None	None
30687	id_14227	None	['American']
30689	id_4923	None	['European']
30690	id_3226	$$ - $$$	['Breakfast, Lunch, Dinner']
30703	id_1703	$$ - $$$	['Greek, European']
30706	id_6956	None	['Fast Food, Turkish, Grill']
30707	id_6905	None	['Vegetarian Friendly']
30709	id_2444	$	['Pizza, Italian']
30710	id_3056	None	None
30711	id_2762	None	['Fast Food']
30717	id_9020	None	None
30718	id_2028	$	['Bar, Pub']
30720	id_841	None	['Pub']
30721	id_1458	None	None
30723	id_6684	None	['Asian, Korean']
30726	id_8703	None	None
30729	id_1234	None	None
30730	id_2340	$$ - $$$	['Austrian, German, European']
30737	id_2276	$	['German']
30755	id_1987	None	['French']
30757	id_2159	None	None
30762	id_5456	None	['Italian']
30763	id_8916	$	['Cafe']
30764	id_7480	$$ - $$$	['Japanese']
30765	id_10863	None	['French']
30769	id_3674	$	['Fast Food']
30773	id_6642	None	['Spanish']
30775	id_2502	$	['European, Portuguese']
30776	id_5726	None	None
30784	id_2429	None	None
30792	id_2481	$$ - $$$	['Breakfast, Lunch, Dinner']
30793	id_12299	None	['European']
30794	id_7422	None	None
30796	id_8547	$$ - $$$	['Asian, Thai, Vietnamese']
30798	id_1302	None	['Bar, Pub']
30800	id_1178	None	['Soups']
30810	id_5743	$	['Italian, German, Cafe, Asian, Fusion, Eastern European']
30814	id_4156	None	['Chinese']
30815	id_14370	$	['Cafe']
30818	id_3982	$	['Barbecue, Turkish, Grill']
30820	id_1423	None	['Irish, Pub']
30821	id_10213	None	['Pizza']
30823	id_4478	$	['Deli']
30824	id_5492	$$ - $$$	['Sushi, Asian, Japanese']
30834	id_10821	None	['Cafe']
30841	id_12537	None	None
30842	id_10874	None	['Vietnamese']
30846	id_2516	None	None
30849	id_943	None	None
30852	id_4919	$$ - $$$	['Lunch, Dinner, Late Night']
30855	id_201	None	['Slovenian, Cafe, European']
30860	id_2326	$$ - $$$	['Dinner']
30861	id_5486	None	None
30862	id_6361	None	None
30868	id_642	$	['Fast Food']
30869	id_5424	None	None
30870	id_1474	None	None
30874	id_7615	None	None
30880	id_1628	$	['American']
30882	id_2955	None	None
30886	id_5677	None	None
30891	id_2099	None	['Cafe']
30894	id_4223	None	['Cafe, Spanish']
30899	id_2353	None	None
30906	id_1308	None	['Greek']
30907	id_12675	None	['Italian']
30909	id_1822	$$ - $$$	['Lunch, Dinner']
30910	id_1697	$	['French']
30913	id_1330	None	None
30915	id_1964	None	None
30916	id_1872	$$ - $$$	['Lunch, Dinner']
30924	id_1653	$$ - $$$	['Austrian, European, Gastropub']
30930	id_3062	None	['Cafe, Fast Food, European, Deli, Healthy, Czech']
30934	id_2375	$	['Bar, Cafe, Barbecue, Pub']
30935	id_9908	$$ - $$$	['Pizza']
30941	id_1571	$	['Italian, Pizza, Mediterranean, Romana, Lazio, Central-Italian']
30946	id_5360	$$ - $$$	['Spanish, Mediterranean']
30952	id_1527	$$ - $$$	['European']
30953	id_1327	$	['Greek, Mediterranean']
30958	id_1253	None	['International']
30966	id_1853	$	['European, Czech']
30978	id_4775	None	None
30979	id_5750	None	['Latin, Spanish']
30980	id_1584	None	['Cafe']
30986	id_3741	None	['Cafe']
30990	id_10292	None	None
30997	id_1189	None	None
30999	id_4551	None	['Chinese']
31002	id_529	None	['Brew Pub, Pub']
31004	id_1961	None	['Mexican']
31009	id_10790	$$ - $$$	['Fast Food']
31018	id_1225	$$ - $$$	['French, Seafood, Dining bars']
31020	id_9300	None	['British']
31033	id_8101	None	None
31034	id_407	None	None
31038	id_1727	None	None
31039	id_1937	None	['Peruvian, South American']
31042	id_4256	$$ - $$$	['Gluten Free Options, Vegetarian Friendly, Vegan Options']
31045	id_1659	None	None
31047	id_1966	None	['Italian, Pizza, Fast Food']
31048	id_7618	None	None
31051	id_1988	$$ - $$$	['Bar']
31053	id_2722	None	['Pizza, Fast Food']
31060	id_3016	None	None
31067	id_5345	None	None
31071	id_4646	$	['Mediterranean']
31073	id_12115	None	None
31077	id_2851	$	['Fast Food']
31080	id_1322	$	['Deli']
31081	id_6108	$	['Lunch, Dinner']
31083	id_2020	$	['German, Cafe']
31085	id_6924	None	None
31089	id_6967	None	None
31092	id_1611	None	None
31094	id_5886	None	['Italian, Bar, Pub']
31096	id_12619	None	None
31097	id_1545	None	None
31099	id_1208	None	None
31103	id_5179	None	None
31107	id_2193	None	None
31108	id_561	None	None
31113	id_3336	None	None
31114	id_499	$	['Chinese, Sushi, Asian, Thai, Vietnamese']
31115	id_1487	None	None
31122	id_5744	$	['Cafe']
31124	id_4168	$$$$	['Italian, Seafood, Mediterranean']
31133	id_7634	$$ - $$$	['Spanish, Mediterranean']
31135	id_405	$$ - $$$	['Cafe']
31136	id_1115	None	None
31138	id_7197	None	None
31139	id_6265	None	None
31144	id_4620	None	None
31146	id_4756	$$ - $$$	['Italian, Lombard, Northern-Italian']
31150	id_8433	$$ - $$$	['Spanish']
31154	id_10210	None	None
31155	id_2403	None	['American, Fast Food']
31156	id_2682	None	None
31157	id_2678	None	['Fast Food']
31158	id_9949	None	None
31159	id_1906	None	None
31165	id_1047	None	['Pizza']
31171	id_2990	None	None
31175	id_8773	None	None
31176	id_1496	None	None
31181	id_7743	$$ - $$$	['Lunch, Dinner']
31182	id_1432	None	None
31188	id_1565	None	None
31190	id_3042	None	['European, Diner, Czech']
31197	id_2296	None	None
31198	id_1473	$$ - $$$	['Breakfast, Lunch, Dinner, Brunch']
31199	id_9012	None	None
31203	id_13688	None	['British']
31204	id_3701	None	['European, Czech']
31205	id_5833	None	None
31207	id_3563	$$ - $$$	['Dinner']
31213	id_993	None	None
31214	id_256	None	None
31215	id_1903	None	['Japanese']
31221	id_7309	None	None
31222	id_16071	None	['Eastern European']
31224	id_3109	$	['Cafe']
31226	id_7418	None	['American']
31233	id_5842	$	['Italian']
31240	id_808	$$ - $$$	['Polish, European, Central European']
31241	id_5327	None	['Italian, Bar, Cafe, Pub']
31245	id_1518	$	['Mediterranean, Pub']
31253	id_1986	None	None
31254	id_2040	None	None
31257	id_1259	$	['Italian, Mediterranean, Pizza']
31263	id_929	$	['Chinese']
31266	id_3762	None	['Mediterranean, Spanish']
31267	id_4125	None	['Cafe']
31269	id_5852	None	['Italian, Pizza']
31272	id_5233	$	['Italian']
31278	id_13858	$$ - $$$	['French, European, Contemporary']
31282	id_16040	None	None
31284	id_4728	None	['Spanish']
31289	id_5875	None	None
31291	id_5933	None	['Italian, Seafood']
31292	id_990	$	['Dinner']
31295	id_858	$$ - $$$	['French, Brazilian, Swiss, European, Portuguese, South American']
31297	id_12909	$$ - $$$	['French, European']
31301	id_7073	None	None
31308	id_1476	$$ - $$$	['European, Czech, Eastern European, Bar, Central European']
31309	id_4002	None	['American, Fast Food']
31311	id_3529	None	None
31314	id_5833	None	None
31315	id_3312	$	['Breakfast, Lunch, Dinner']
31316	id_12349	None	['Chinese, Asian, Thai']
31317	id_7651	None	['Peruvian, South American']
31318	id_1323	$	['Cafe']
31319	id_767	$$$$	['Lebanese, French, Mediterranean']
31320	id_12644	None	None
31321	id_1766	None	None
31324	id_1795	$$ - $$$	['Deli']
31326	id_1274	$	['Cafe']
31330	id_2623	None	['Dutch, European, Cafe, Pub']
31331	id_3206	$	['Italian, Pizza, Mediterranean']
31332	id_7280	$$ - $$$	['French']
31335	id_4250	$	['Spanish']
31344	id_9720	$$ - $$$	['French']
31348	id_1401	$	['Breakfast, Lunch, Dinner']
31349	id_8976	None	None
31355	id_9836	None	None
31362	id_11302	$	['Asian']
31365	id_598	$$ - $$$	['Lunch, Dinner']
31367	id_2816	$$ - $$$	['Peruvian, South American']
31371	id_11895	$	['Vegetarian Friendly']
31373	id_3117	None	['American, Fast Food']
31384	id_2044	$$ - $$$	['Mediterranean, European, Contemporary, Portuguese']
31385	id_2667	$	['Fast Food']
31386	id_1565	None	None
31388	id_1009	$$ - $$$	['European, Scandinavian']
31391	id_4834	$	['Takeout, Wheelchair Accessible']
31392	id_10956	None	['Wine Bar']
31397	id_6336	None	['Pizza, Cafe, Spanish']
31398	id_329	None	['European, Slovenian']
31399	id_1966	None	None
31403	id_6826	None	['Spanish']
31407	id_6913	None	['Italian']
31409	id_5498	None	None
31418	id_9252	None	None
31420	id_8099	None	['Brazilian, Latin, Fast Food, Spanish, Healthy, South American']
31421	id_1035	None	None
31428	id_1719	None	['Chinese, Asian']
31433	id_853	$$ - $$$	['Italian, Pizza']
31434	id_1504	None	['Italian']
31437	id_3489	$	['Italian, Pizza']
31438	id_3569	$$ - $$$	['Spanish, Mediterranean']
31439	id_14892	None	['Asian, Bangladeshi']
31441	id_4935	$$ - $$$	['Japanese, Sushi, Asian']
31444	id_9459	None	None
31446	id_3982	None	None
31459	id_1908	$$ - $$$	['French']
31461	id_2428	None	['International']
31465	id_11835	$	['Fast Food']
31468	id_2652	None	['Pizza']
31471	id_1177	$$ - $$$	['Cafe']
31473	id_2070	$$ - $$$	['Indian']
31481	id_7397	$$ - $$$	['European']
31488	id_4166	None	['Pizza']
31493	id_12504	None	None
31497	id_3743	None	None
31500	id_14214	None	None
31506	id_1021	$	['German']
31508	id_7964	None	None
31512	id_1762	None	None
31514	id_4461	$$ - $$$	['Mediterranean, Spanish']
31515	id_788	None	None
31518	id_14941	None	['Pizza']
31520	id_12803	$	['Cafe, Fast Food']
31525	id_6438	None	['French']
31528	id_489	$$ - $$$	['Breakfast, Lunch, Dinner']
31529	id_5144	$	['Italian, Pizza']
31531	id_4685	$	['Italian, Cafe']
31533	id_908	None	['American']
31534	id_10477	$$ - $$$	['French, European']
31536	id_1579	$$ - $$$	['French, European']
31540	id_2518	$	['Bar, Pub']
31544	id_1308	$$ - $$$	['Cafe, European, Danish']
31546	id_13460	None	None
31547	id_955	None	['Italian']
31549	id_4276	$	['Latin, Venezuelan, South American']
31553	id_8827	None	['French']
31555	id_16148	None	['Italian']
31559	id_1925	None	['Chinese']
31571	id_12272	None	None
31576	id_871	$$ - $$$	['French']
31577	id_7199	None	['Spanish']
31584	id_5543	None	None
31587	id_6525	$$ - $$$	['Mediterranean, Spanish']
31588	id_1116	$$ - $$$	['Bar, Pub']
31589	id_2572	$$ - $$$	['Czech, European']
31593	id_11643	None	['French']
31598	id_3358	$	['Lebanese, Mediterranean']
31602	id_4687	$$ - $$$	['Brazilian, Caribbean, South American']
31606	id_3602	None	None
31607	id_13940	None	['Cafe']
31609	id_3232	$	['Reservations']
31613	id_6958	None	None
31614	id_2696	None	None
31615	id_4388	None	None
31619	id_4573	None	None
31620	id_1649	$$ - $$$	['Cafe, Dutch, European']
31624	id_13477	None	['Japanese']
31625	id_2855	$$ - $$$	['Cafe']
31627	id_8030	None	None
31631	id_5542	None	None
31634	id_976	$$ - $$$	['Vegetarian Friendly']
31635	id_2865	None	None
31641	id_5805	None	['Chinese']
31642	id_5357	None	None
31650	id_7088	$$ - $$$	['Spanish']
31655	id_1330	$$ - $$$	['Japanese, Diner, Bar, Cafe, Sushi, Pub']
31656	id_2464	None	None
31658	id_1490	None	None
31659	id_1269	$$ - $$$	['Italian']
31661	id_13127	None	None
31663	id_16361	None	None
31664	id_2913	$	['Italian']
31666	id_15856	None	None
31673	id_3812	None	['Indian']
31675	id_3996	None	None
31676	id_12639	None	None
31679	id_11773	$$ - $$$	['Dinner']
31680	id_12222	None	None
31705	id_371	None	['French, European, Deli, Slovenian']
31710	id_708	$$ - $$$	['Cafe']
31712	id_10769	None	['Cafe, Healthy']
31713	id_9385	$$ - $$$	['Italian, Pizza']
31714	id_4807	$	['Pizza, Italian, Mediterranean']
31721	id_4142	None	None
31722	id_12152	$	['Italian, Pizza, Fast Food']
31724	id_2363	$$ - $$$	['Lunch, Dinner, Drinks']
31727	id_1076	$	['Turkish']
31728	id_1649	None	['Bar, Pub']
31734	id_3971	$$ - $$$	['Spanish']
31736	id_11206	None	None
31739	id_9082	None	None
31741	id_8726	None	['Spanish']
31743	id_933	$$ - $$$	['Cafe']
31744	id_2303	None	['Chinese, Fast Food']
31745	id_2256	None	['Italian, French, Fast Food, European']
31748	id_2107	$$ - $$$	['Belgian, European']
31754	id_1961	$$ - $$$	['Portuguese, European']
31756	id_2678	$$ - $$$	['Drinks, Dinner']
31758	id_1347	None	['Cafe, Portuguese, European']
31759	id_1728	$	['Turkish, Middle Eastern, Pizza']
31761	id_1896	None	None
31764	id_1978	None	['European, Fusion, South American']
31767	id_1527	None	['European, Hungarian']
31773	id_1294	None	None
31777	id_7692	$	['Japanese, Asian']
31779	id_3670	None	None
31781	id_3034	$	['Bar, Pub']
31783	id_6102	None	['Italian, Pizza']
31791	id_6192	None	None
31793	id_1385	$	['Argentinean']
31804	id_1294	$$ - $$$	['International']
31809	id_11488	None	None
31812	id_1850	None	None
31815	id_10557	$	['French']
31818	id_9370	None	['Indian']
31821	id_1771	None	['Fast Food']
31822	id_2383	None	None
31825	id_2080	None	['Cafe']
31826	id_11546	$$ - $$$	['Italian, Pizza']
31832	id_3110	$$ - $$$	['Italian, Seafood, Mediterranean, Tuscan, Central-Italian']
31833	id_1565	None	['Cafe']
31843	id_3854	$	['Italian, Pizza, Seafood']
31847	id_9904	$$ - $$$	['French']
31849	id_2016	None	['Indian, Street Food']
31856	id_5954	None	None
31860	id_4645	None	None
31862	id_13862	$	['Cafe']
31863	id_5314	None	['Chinese']
31868	id_5414	$	['Fast Food']
31869	id_2569	None	['Chinese']
31874	id_349	None	None
31877	id_3454	None	['Asian, Vietnamese, Sushi']
31878	id_10227	None	['French']
31886	id_2788	$	['Chinese, Japanese, Sushi, Asian']
31887	id_6012	$$ - $$$	['German']
31890	id_1020	None	['French, European, Hungarian']
31895	id_2159	None	['Austrian, International, Barbecue, European']
31896	id_2190	$	['Portuguese, European']
31898	id_2144	$$ - $$$	['German, European, Central European']
31900	id_5621	$$ - $$$	['Mediterranean, Spanish']
31901	id_6605	None	None
31903	id_3404	None	None
31909	id_3839	$	['Japanese, Sushi, Asian']
31919	id_1610	None	['European, Danish']
31922	id_1206	$$ - $$$	['American, Barbecue']
31926	id_1695	$	['Barbecue, European, Portuguese']
31934	id_4255	None	['Vegetarian Friendly']
31935	id_2211	None	['African']
31939	id_4988	$	['Pub, Brew Pub, Wine Bar']
31943	id_10365	None	['French']
31949	id_8920	None	None
31950	id_7275	$$ - $$$	['French']
31955	id_1209	$$ - $$$	['Vegetarian Friendly']
31959	id_8725	None	['Mediterranean']
31964	id_5795	None	None
31966	id_7755	None	['Mediterranean']
31968	id_9413	None	['Cafe, Mediterranean, British']
31970	id_1714	None	None
31971	id_6283	None	None
31973	id_1309	None	['French, Spanish']
